ICD1;ICD2;Diagnose;Physio;Ergo;Logo;Hinweis
B94.1;;Folgezustände der Virusenzephalitis;ZN/SO3;EN1;SC/ST1/SP1/SP3/SP4/SP5/RE1/RE2/SF;längstens 1 Jahr nach Akutereignis
C70.0;;Bösartige Neubildungen der Meningen: Hirnhäute;ZN/SO1/SO3;EN1/EN2;SC/ST1/SP1/SP2/SP3/SP5/;längstens 1 Jahr nach Akutereignis
C70.1;;Rückenmarkhäute;ZN/SO1/SO3;EN1/EN2;SP6/RE1/RE2/;längstens 1 Jahr nach Akutereignis
C70.9;;Meningen, nicht näher bezeichnet;ZN/SO1/SO3;EN1/EN2;SF;längstens 1 Jahr nach Akutereignis
C71.0;;Bösartige Neubildung des Gehirns: Zerebrum, ausgenommen Hirnlappen und Ventrikel;ZN/SO1/SO3;EN1/EN2;SF;längstens 1 Jahr nach Akutereignis
C71.1;;Bösartige Neubildung des Gehirns: Frontallappen;ZN/SO1/SO3;EN1/EN2;SF;längstens 1 Jahr nach Akutereignis
C71.2;;Bösartige Neubildung des Gehirns: Temporallappen;ZN/SO1/SO3;EN1/EN2;SF;längstens 1 Jahr nach Akutereignis
C71.3;;Bösartige Neubildung des Gehirns: Parietallappen;ZN/SO1/SO3;EN1/EN2;SF;längstens 1 Jahr nach Akutereignis
C71.4;;Bösartige Neubildung des Gehirns: Okzipitallappen;ZN/SO1/SO3;EN1/EN2;SF;längstens 1 Jahr nach Akutereignis
C71.5;;Bösartige Neubildung des Gehirns: Hirnventrikel;ZN/SO1/SO3;EN1/EN2;SF;längstens 1 Jahr nach Akutereignis
C71.6;;Bösartige Neubildung des Gehirns: Zerebellum;ZN/SO1/SO3;EN1/EN2;SF;längstens 1 Jahr nach Akutereignis
C71.7;;Bösartige Neubildung des Gehirns: Hirnstamm;ZN/SO1/SO3;EN1/EN2;SF;längstens 1 Jahr nach Akutereignis
C71.8;;Bösartige Neubildung des Gehirns: Gehirn, mehrere Teilbereiche überlappend;ZN/SO1/SO3;EN1/EN2;SF;längstens 1 Jahr nach Akutereignis
C71.9;;Bösartige Neubildung des Gehirns: Gehirn, nicht näher bezeichnet;ZN/SO1/SO3;EN1/EN2;SF;längstens 1 Jahr nach Akutereignis
C72.0;;Bösartige Neubildung des Rückenmarkes, der Hirnnerven und anderer Teile des Zentralnervensystems: Rückenmark;ZN/SO1/SO3;EN1/EN2;SF;längstens 1 Jahr nach Akutereignis
C72.1;;Bösartige Neubildung des Rückenmarkes, der Hirnnerven und anderer Teile des Zentralnervensystems: Cauda equina;ZN/SO1/SO3;EN1/EN2;SF;längstens 1 Jahr nach Akutereignis
C72.2;;Bösartige Neubildung des Rückenmarkes, der Hirnnerven und anderer Teile des Zentralnervensystems: Nn. olfactorii [I. Hirnnerv];ZN/SO1/SO3;EN1/EN2;SF;längstens 1 Jahr nach Akutereignis
C72.3;;Bösartige Neubildung des Rückenmarkes, der Hirnnerven und anderer Teile des Zentralnervensystems: N. opticus [II. Hirnnerv];ZN/SO1/SO3;EN1/EN2;SF;längstens 1 Jahr nach Akutereignis
C72.4;;Bösartige Neubildung des Rückenmarkes, der Hirnnerven und anderer Teile des Zentralnervensystems: N. vestibulocochlearis [VIII. Hirnnerv];ZN/SO1/SO3;EN1/EN2;SF;längstens 1 Jahr nach Akutereignis
C72.5;;Bösartige Neubildung des Rückenmarkes, der Hirnnerven und anderer Teile des Zentralnervensystems: Sonstige und nicht näher bezeichnete Hirnnerven;ZN/SO1/SO3;EN1/EN2;SF;längstens 1 Jahr nach Akutereignis
C72.8;;Bösartige Neubildung des Rückenmarkes, der Hirnnerven und anderer Teile des Zentralnervensystems: Gehirn und andere Teile des Zentralnervensystems, mehrere Teilbereiche überlappend;ZN/SO1/SO3;EN1/EN2;SF;längstens 1 Jahr nach Akutereignis
C72.9;;Bösartige Neubildung des Rückenmarkes, der Hirnnerven und anderer Teile des Zentralnervensystems: Zentralnervensystem, nicht näher bezeichnet;ZN/SO1/SO3;EN1/EN2;SF;längstens 1 Jahr nach Akutereignis
G10;;Bösartige Neubildung des Rückenmarkes, der Hirnnerven und anderer Teile des Zentralnervensystems: Chorea Huntington;ZN;EN1;SC/SP5/SP6;längstens 1 Jahr nach Akutereignis
G11.0;;Hereditäre Ataxie: Angeborene nichtprogressive Ataxie;ZN;EN1;SC;längstens 1 Jahr nach Akutereignis
G11.1;;Hereditäre Ataxie: Früh beginnende zerebellare Ataxie;ZN;EN1;SC;längstens 1 Jahr nach Akutereignis
G11.2;;Hereditäre Ataxie: Spät beginnende zerebellare Ataxie;ZN;EN1;SC;längstens 1 Jahr nach Akutereignis
G11.3;;Hereditäre Ataxie: Zerebellare Ataxie mit defektem DNA-Reparatursystem;ZN;EN1;SC;längstens 1 Jahr nach Akutereignis
G11.4;;Hereditäre Ataxie: Hereditäre spastische Paraplegie;ZN;EN1;SC;längstens 1 Jahr nach Akutereignis
G11.8;;Hereditäre Ataxie: Sonstige hereditäre Ataxien;ZN;EN1;SC;längstens 1 Jahr nach Akutereignis
G11.9;;Hereditäre Ataxie: Hereditäre Ataxie, nicht näher bezeichnet;ZN;EN1;SC;längstens 1 Jahr nach Akutereignis
G12.0;;Spinale Muskelatrophie und verwandte Syndrome: Infantile spinale Muskelatrophie, Typ I [Typ Werdnig-Ho?mann];ZN/AT;EN2/SB3;SC/SP6;längstens 1 Jahr nach Akutereignis
G12.1;;Spinale Muskelatrophie und verwandte Syndrome: Sonstige vererbte spinale Muskelatrophie;ZN/AT;EN2/SB3;SC/SP6;längstens 1 Jahr nach Akutereignis
G12.2;;Spinale Muskelatrophie und verwandte Syndrome: Motoneuron-Krankheit;ZN/AT;EN2/SB3;SC/SP6;längstens 1 Jahr nach Akutereignis
G12.8;;Spinale Muskelatrophie und verwandte Syndrome: Sonstige spinale Muskelatrophien und verwandte Syndrome;ZN/AT;EN2/SB3;SC/SP6;längstens 1 Jahr nach Akutereignis
G12.9;;Spinale Muskelatrophie und verwandte Syndrome: Spinale Muskelatrophie, nicht näher bezeichnet;ZN/AT;EN2/SB3;SC/SP6;längstens 1 Jahr nach Akutereignis
G14;;Spinale Muskelatrophie und verwandte Syndrome: Postpoliosyndrom;ZN/PN/AT;EN1/EN2/EN3;SC/SP6;längstens 1 Jahr nach Akutereignis
G20.1-;;Primäres Parkinson-Syndrom: Primäres Parkinson-Syndrom mit mäßiger bis schwerer Beeinträchtigung (Stadien 3 oder 4 nach Hoehn und Yahr);ZN;EN1;SC/SP6;längstens 1 Jahr nach Akutereignis
G20.2-;;Primäres Parkinson-Syndrom: Primäres Parkinson-Syndrom mit schwerster Beeinträchtigung (Stadium 5 nach Hoehn und Yahr);ZN;EN1;SC/SP6/ST1;längstens 1 Jahr nach Akutereignis
G21.3;;Sekundäres Parkinson-Syndrom: Postenzephalitisches Parkinson-Syndrom;ZN;EN1;SC/SP6;längstens 1 Jahr nach Akutereignis
G21.4;;Sekundäres Parkinson-Syndrom: Vaskuläres Parkinson-Syndrom;ZN;EN1;SC/SP6;längstens 1 Jahr nach Akutereignis
G21.8;;Sekundäres Parkinson-Syndrom: Sonstiges sekundäres Parkinson-Syndrom;ZN;EN1;SC/SP6;längstens 1 Jahr nach Akutereignis
G24.3;;Sekundäres Parkinson-Syndrom: Torticollis spasticus;ZN;EN1;SC/SP6;nur bei gleichzeitiger leitliniengerechter medikamentöser
G35.0;;Multiple Sklerose [Encephalomyelitis disseminata]: Erstmanifestation einer multiplen Sklerose;ZN;EN1/EN2;SC/ST1/SP5/SP6;Therapie
G35.1-;;Multiple Sklerose [Encephalomyelitis disseminata]: Multiple Sklerose mit vorherrschend schubförmigem Verlauf;ZN;EN1/EN2;SC/ST1/SP5/SP6;Therapie
G35.2-;;Multiple Sklerose [Encephalomyelitis disseminata]: Multiple Sklerose mit primär-chronischem Verlauf;ZN;EN1/EN2;SC/ST1/SP5/SP6;Therapie
G35.3-;;Multiple Sklerose [Encephalomyelitis disseminata]: Multiple Sklerose mit sekundär-chronischem Verlauf;ZN;EN1/EN2;SC/ST1/SP5/SP6;Therapie
G35.9;;Multiple Sklerose [Encephalomyelitis disseminata]: Multiple Sklerose, nicht näher bezeichnet;ZN;EN1/EN2;SC/ST1/SP5/SP6;Therapie
G36.0;;Sonstige akute disseminierte Demyelinisation: Neuromyelitis optica [Devic-Krankheit];ZN;EN1/EN2;SC/ST1/SP5/SP6;Therapie
G36.1;;Sonstige akute disseminierte Demyelinisation: Akute und subakute hämorrhagische Leukoenzephalitis [Hurst];ZN;EN1/EN2;SC/ST1/SP5/SP6;Therapie
G36.8;;Sonstige akute disseminierte Demyelinisation: Sonstige näher bezeichnete akute disseminierte Demyelinisation;ZN;EN1/EN2;SC/ST1/SP5/SP6;Therapie
G36.9;;Sonstige akute disseminierte Demyelinisation: Akute disseminierte Demyelinisation, nicht näher bezeichnet;ZN;EN1/EN2;SC/ST1/SP5/SP6;Therapie
G37.0;;Sonstige demyelinisierende Krankheiten des Zentralnervensystems: Diffuse Hirnsklerose;ZN;EN1/EN2;SC/ST1/SP5/SP6;Therapie
G37.1;;Sonstige demyelinisierende Krankheiten des Zentralnervensystems: Zentrale Demyelinisation des Corpus callosum;ZN;EN1/EN2;SC/ST1/SP5/SP6;Therapie
G37.2;;Sonstige demyelinisierende Krankheiten des Zentralnervensystems: Zentrale pontine Myelinolyse;ZN;EN1/EN2;SC/ST1/SP5/SP6;Therapie
G37.3;;Sonstige demyelinisierende Krankheiten des Zentralnervensystems: Myelitis transversa acuta bei demyelinisierender Krankheit des Zentralnervensystems;ZN;EN1/EN2;SC/ST1/SP5/SP6;Therapie
G37.4;;Sonstige demyelinisierende Krankheiten des Zentralnervensystems: Subakute nekrotisierende Myelitis [FoixAlajouanine-Syndrom];ZN;EN1/EN2;SC/ST1/SP5/SP6;Therapie
G37.5;;Sonstige demyelinisierende Krankheiten des Zentralnervensystems: Konzentrische Sklerose [Baló-Krankheit];ZN;EN1/EN2;SC/ST1/SP5/SP6;Therapie
G37.8;;Sonstige demyelinisierende Krankheiten des Zentralnervensystems: Sonstige näher bezeichnete demyelinisierende Krankheiten des Zentralnervensystems;ZN;EN1/EN2;SC/ST1/SP5/SP6;Therapie
G37.9;;Sonstige demyelinisierende Krankheiten des Zentralnervensystems: Demyelinisierende Krankheit des Zentralnervensystems, nicht näher bezeichnet;ZN;EN1/EN2;SC/ST1/SP5/SP6;Therapie
G60.0;;Polyneuropathien und sonstige Krankheiten des peripheren Nervensystems: Hereditäre sensomotorische Neuropathie;WS/EX/PN;SB2/EN3;SP3;Therapie
G60.8;;Polyneuropathien und sonstige Krankheiten des peripheren Nervensystems: Sonstige hereditäre und idiopathische Neuropathien;EX/CS/PN/SO4;SB1/SB2/EN3;SP3;Therapie
G61.0;;Polyneuropathien und sonstige Krankheiten des peripheren Nervensystems: Guillain-Barré-Syndrom;PN;EN3;SP3;Therapie
G61.8;;Polyneuropathien und sonstige Krankheiten des peripheren Nervensystems: Sonstige Polyneuritiden;PN;EN3;SP3;nur chronisch in?ammatorische demyelinisierende
G70.0;;Polyneuropathien und sonstige Krankheiten des peripheren Nervensystems: Myasthenia gravis;ZN;EN1/SB3;SC/SP6;Polyradikuloneuropathie (CIDP)
G70.2;;Polyneuropathien und sonstige Krankheiten des peripheren Nervensystems: Angeborene oder entwicklungsbedingte Myasthenie;PN/AT;EN3/SB3;SC/SP6;Polyradikuloneuropathie (CIDP)
G71.0-;;Polyneuropathien und sonstige Krankheiten des peripheren Nervensystems: Muskeldystrophie;ZN/AT;EN2/SB3;SC/SP6;Polyradikuloneuropathie (CIDP)
G71.1;;Polyneuropathien und sonstige Krankheiten des peripheren Nervensystems: Myotone Syndrome;PN/AT;EN3/SB3;SC/SP6;Polyradikuloneuropathie (CIDP)
G71.2;;Polyneuropathien und sonstige Krankheiten des peripheren Nervensystems: Angeborene Myopathien;WS/EX/PN/AT;EN3/SB3;SC/SP6;Polyradikuloneuropathie (CIDP)
G71.3;;Polyneuropathien und sonstige Krankheiten des peripheren Nervensystems: Mitochondriale Myopathie, anderenorts nicht klassifiziert;ZN/PN;EN1/EN3/SB3;SC/SP6;Polyradikuloneuropathie (CIDP)
G72.3;;Polyneuropathien und sonstige Krankheiten des peripheren Nervensystems: Periodische Lähmung;PN/AT;EN3/SB3;SC/SP6;Polyradikuloneuropathie (CIDP)
G72.4;;Polyneuropathien und sonstige Krankheiten des peripheren Nervensystems: Entzündliche Myopathie, anderenorts nicht klassifiziert;PN/AT;EN3;SC/SP6;Polyradikuloneuropathie (CIDP)
G73.6*;;Polyneuropathien und sonstige Krankheiten des peripheren Nervensystems: Myopathie bei Sto?wechselerkrankungen;PN;EN3/SB3;SC/SP6;Polyradikuloneuropathie (CIDP)
G80.0;;Infantile Zerebralparese: Spastische tetraplegische Zerebralparese;ZN;EN1;SP6/SC;Polyradikuloneuropathie (CIDP)
G80.1;;Infantile Zerebralparese: Spastische diplegische Zerebralparese;ZN;EN1;SP6/SC;Polyradikuloneuropathie (CIDP)
G80.2;;Infantile Zerebralparese: Infantile hemiplegische Zerebralparese;ZN;EN1;SP6/SC;Polyradikuloneuropathie (CIDP)
G80.3;;Infantile Zerebralparese: Dyskinetische Zerebralparese;ZN;EN1;SP6/SC;Polyradikuloneuropathie (CIDP)
G80.4;;Infantile Zerebralparese: Ataktische Zerebralparese;ZN;EN1;SP6/SC;Polyradikuloneuropathie (CIDP)
G80.8;;Infantile Zerebralparese: Sonstige infantile Zerebralparese;ZN;EN1;SP6/SC;Polyradikuloneuropathie (CIDP)
G80.9;;Infantile Zerebralparese: Infantile Zerebralparese, nicht näher bezeichnet;ZN;EN1;SP6/SC;Polyradikuloneuropathie (CIDP)
G81.0;;Hemiparese und Hemiplegie: Schla?e Hemiparese und Hemiplegie;ZN;EN1;SP6/SC;Polyradikuloneuropathie (CIDP)
G81.1;;Hemiparese und Hemiplegie: Spastische Hemiparese und Hemiplegie;ZN;EN1;SP6/SC;Polyradikuloneuropathie (CIDP)
G82.0-;;Paraparese und Paraplegie, Tetraparese und Tetraplegie: Schla?e Paraparese und Paraplegie;ZN;EN1/EN2;SP6/SC;Polyradikuloneuropathie (CIDP)
G82.1-;;Paraparese und Paraplegie, Tetraparese und Tetraplegie: Spastische Paraparese und Paraplegie;ZN;EN1/EN2;SP6/SC;Polyradikuloneuropathie (CIDP)
G82.2-;;Paraparese und Paraplegie, Tetraparese und Tetraplegie: Paraparese und Paraplegie, nicht näher bezeichnet;ZN;EN1/EN2;SP6/SC;Polyradikuloneuropathie (CIDP)
G82.3-;;Paraparese und Paraplegie, Tetraparese und Tetraplegie: Schla?e Tetraparese und Tetraplegie;ZN;EN1/EN2;SP6/SC;Polyradikuloneuropathie (CIDP)
G82.5-;;Paraparese und Paraplegie, Tetraparese und Tetraplegie: Tetraparese und Tetraplegie, nicht näher bezeichnet;ZN;EN1/EN2;SP6/SC;Polyradikuloneuropathie (CIDP)
G91.2-;;Paraparese und Paraplegie, Tetraparese und Tetraplegie: Normaldruckhydrozephalus;ZN;EN1;SP6/SC;Polyradikuloneuropathie (CIDP)
G93.1;;Paraparese und Paraplegie, Tetraparese und Tetraplegie: Anoxische Hirnschädigung, anderenorts nicht klassifiziert;ZN;EN1;SC;Wachkoma (apallisches Syndrom, auch infolge Hypoxie)
G93.80;;Paraparese und Paraplegie, Tetraparese und Tetraplegie: Apallisches Syndrom;ZN;EN1;SC;Wachkoma (apallisches Syndrom, auch infolge Hypoxie)
G95.0;;Paraparese und Paraplegie, Tetraparese und Tetraplegie: Syringomyelie und Syringobulbie;ZN;EN1/EN2;SC;Wachkoma (apallisches Syndrom, auch infolge Hypoxie)
I60.0;;Paraparese und Paraplegie, Tetraparese und Tetraplegie: Subarachnoidalblutung: Subarachnoidalblutung, vom Karotissiphon oder der Karotisbifurkation ausgehend;ZN;EN1;SC/SP5/SP6/ST1;längstens 1 Jahr nach Akutereignis
I60.1;;Paraparese und Paraplegie, Tetraparese und Tetraplegie: Subarachnoidalblutung, von der A. cerebri media ausgehend;ZN;EN1;SC/SP5/SP6/ST1;längstens 1 Jahr nach Akutereignis
I60.2;;Paraparese und Paraplegie, Tetraparese und Tetraplegie: Subarachnoidalblutung, von der A. communicans anterior ausgehend;ZN;EN1;SC/SP5/SP6/ST1;längstens 1 Jahr nach Akutereignis
I60.3;;Paraparese und Paraplegie, Tetraparese und Tetraplegie: Subarachnoidalblutung, von der A. communicans posterior ausgehend;ZN;EN1;SC/SP5/SP6/ST1;längstens 1 Jahr nach Akutereignis
I60.4;;Paraparese und Paraplegie, Tetraparese und Tetraplegie: Subarachnoidalblutung, von der A. basilaris ausgehend;ZN;EN1;SC/SP5/SP6/ST1;längstens 1 Jahr nach Akutereignis
I60.5;;Paraparese und Paraplegie, Tetraparese und Tetraplegie: Subarachnoidalblutung, von der A. vertebralis ausgehend;ZN;EN1;SC/SP5/SP6/ST1;längstens 1 Jahr nach Akutereignis
I60.6;;Paraparese und Paraplegie, Tetraparese und Tetraplegie: Subarachnoidalblutung, von sonstigen intrakraniellen Arterien ausgehend;ZN;EN1;SC/SP5/SP6/ST1;längstens 1 Jahr nach Akutereignis
I60.7;;Paraparese und Paraplegie, Tetraparese und Tetraplegie: Subarachnoidalblutung, von nicht näher bezeichneter intrakranieller Arterie ausgehend;ZN;EN1;SC/SP5/SP6/ST1;längstens 1 Jahr nach Akutereignis
I60.8;;Paraparese und Paraplegie, Tetraparese und Tetraplegie: Sonstige Subarachnoidalblutung;ZN;EN1;SC/SP5/SP6/ST1;längstens 1 Jahr nach Akutereignis
I60.9;;Paraparese und Paraplegie, Tetraparese und Tetraplegie: Subarachnoidalblutung, nicht näher bezeichnet;ZN;EN1;SC/SP5/SP6/ST1;längstens 1 Jahr nach Akutereignis
I61.0;;Paraparese und Paraplegie, Tetraparese und Tetraplegie: Intrazerebrale Blutung: Intrazerebrale Blutung in die Großhirnhemisphäre, subkortikal;ZN;EN1;SC/SP5/SP6/ST1;längstens 1 Jahr nach Akutereignis
I61.1;;Paraparese und Paraplegie, Tetraparese und Tetraplegie: Intrazerebrale Blutung in die Großhirnhemisphäre, kortikal;ZN;EN1;SC/SP5/SP6/ST1;längstens 1 Jahr nach Akutereignis
I61.2;;Paraparese und Paraplegie, Tetraparese und Tetraplegie: Intrazerebrale Blutung in die Großhirnhemisphäre, nicht näher bezeichnet;ZN;EN1;SC/SP5/SP6/ST1;längstens 1 Jahr nach Akutereignis
I61.3;;Paraparese und Paraplegie, Tetraparese und Tetraplegie: Intrazerebrale Blutung in den Hirnstamm;ZN;EN1;SC/SP5/SP6/ST1;längstens 1 Jahr nach Akutereignis
I61.4;;Paraparese und Paraplegie, Tetraparese und Tetraplegie: Intrazerebrale Blutung in das Kleinhirn;ZN;EN1;SC/SP5/SP6/ST1;längstens 1 Jahr nach Akutereignis
I61.5;;Paraparese und Paraplegie, Tetraparese und Tetraplegie: Intrazerebrale intraventrikuläre Blutung;ZN;EN1;SC/SP5/SP6/ST1;längstens 1 Jahr nach Akutereignis
I61.6;;Paraparese und Paraplegie, Tetraparese und Tetraplegie: Intrazerebrale Blutung an mehreren;ZN;EN1;SC/SP5/SP6/ST1;längstens 1 Jahr nach Akutereignis
I61.8;;Lokalisationen Sonstige intrazerebrale Blutung;ZN;EN1;SC/SP5/SP6/ST1;längstens 1 Jahr nach Akutereignis
I61.9;;Lokalisationen Intrazerebrale Blutung, nicht näher bezeichnet;ZN;EN1;SC/SP5/SP6/ST1;längstens 1 Jahr nach Akutereignis
I63.0;;Lokalisationen Hirninfarkt: Hirninfarkt durch Thrombose präzerebraler Arterien;ZN;EN1;SC/SP5/SP6/ST1;längstens 1 Jahr nach Akutereignis
I63.1;;Lokalisationen Hirninfarkt durch Embolie präzerebraler Arterien;ZN;EN1;SC/SP5/SP6/ST1;längstens 1 Jahr nach Akutereignis
I63.2;;Lokalisationen Hirninfarkt durch nicht näher bezeichneten Verschluss oder Stenose präzerebraler Arterien;ZN;EN1;SC/SP5/SP6/ST1;längstens 1 Jahr nach Akutereignis
I63.3;;Lokalisationen Hirninfarkt durch Thrombose zerebraler;ZN;EN1;SC/SP5/SP6/ST1;längstens 1 Jahr nach Akutereignis
I63.4;;Arterien Hirninfarkt durch Embolie zerebraler Arterien;ZN;EN1;SC/SP5/SP6/ST1;längstens 1 Jahr nach Akutereignis
I63.5;;Arterien Hirninfarkt durch nicht näher bezeichneten Verschluss oder Stenose zerebraler Arterien;ZN;EN1;SC/SP5/SP6/ST1;längstens 1 Jahr nach Akutereignis
I63.6;;Arterien Hirninfarkt durch Thrombose der Hirnvenen, nichteitrig;ZN;EN1;SC/SP5/SP6/ST1;längstens 1 Jahr nach Akutereignis
I63.8;;Arterien Sonstiger Hirninfarkt;ZN;EN1;SC/SP5/SP6/ST1;längstens 1 Jahr nach Akutereignis
I63.9;;Arterien Hirninfarkt, nicht näher bezeichnet;ZN;EN1;SC/SP5/SP6/ST1;längstens 1 Jahr nach Akutereignis
I64;;Arterien Schlaganfall, nicht als Blutung oder Infarkt bezeichnet;ZN;EN1;SC/SP5/SP6/ST1;längstens 1 Jahr nach Akutereignis
I69.0;;Arterien Folgen einer zerebrovaskulären Krankheit: Folgen einer Subarachnoidalblutung;ZN;EN1;SC/SP5/SP6/ST1;längstens 1 Jahr nach Akutereignis
I69.1;;Arterien Folgen einer intrazerebralen Blutung;ZN;EN1;SC/SP5/SP6/ST1;längstens 1 Jahr nach Akutereignis
I69.2;;Arterien Folgen einer sonstigen nichttraumatischen intrakraniellen Blutung;ZN;EN1;SC/SP5/SP6/ST1;längstens 1 Jahr nach Akutereignis
I69.3;;Arterien Folgen eines Hirninfarktes;ZN;EN1;SC/SP5/SP6/ST1;längstens 1 Jahr nach Akutereignis
I69.4;;Arterien Folgen eines Schlaganfalls, nicht als Blutung oder Infarkt bezeichnet;ZN;EN1;SC/SP5/SP6/ST1;längstens 1 Jahr nach Akutereignis
I69.8;;Arterien Folgen sonstiger und nicht näher bezeichneter zerebrovaskulärer Krankheiten;ZN;EN1;SC/SP5/SP6/ST1;längstens 1 Jahr nach Akutereignis
Q01.0;;Arterien Enzephalozele: Frontale Enzephalozele;ZN/AT/SO1/SO3;EN1;SC/SP1/SP5/SP6;längstens 1 Jahr nach Akutereignis
Q01.1;;Arterien Nasofrontale Enzephalozele;ZN/AT/SO1/SO3;EN1;SC/SP1/SP5/SP6;längstens 1 Jahr nach Akutereignis
Q01.2;;Arterien Okzipitale Enzephalozele;ZN/AT/SO1/SO3;EN1;SC/SP1/SP5/SP6;längstens 1 Jahr nach Akutereignis
Q01.8;;Arterien Enzephalozele sonstiger Lokalisationen;ZN/AT/SO1/SO3;EN1;SC/SP1/SP5/SP6;längstens 1 Jahr nach Akutereignis
Q01.9;;Arterien Enzephalozele, nicht näher bezeichnet;ZN/AT/SO1/SO3;EN1;SC/SP1/SP5/SP6;längstens 1 Jahr nach Akutereignis
Q03.0;;Angeborener Hydrozephalus: Fehlbildungen des Aquaeductus cerebri;SO1/SO3;EN1;SP5/SP6;längstens 1 Jahr nach Akutereignis
Q03.1;;Angeborener Hydrozephalus: Atresie der Apertura mediana [Foramen Magendii] oder der Aperturae laterales;SO1/SO3;EN1;SP5/SP6;längstens 1 Jahr nach Akutereignis
Q03.8;;[Foramina Luschkae] des vierten Ventrikels Sonstiger angeborener Hydrozephalus;SO1/SO3;EN1;SP5/SP6;längstens 1 Jahr nach Akutereignis
Q03.9;;[Foramina Luschkae] des vierten Ventrikels Angeborener Hydrozephalus, nicht näher bezeichnet;SO1/SO3;EN1;SP5/SP6;längstens 1 Jahr nach Akutereignis
Q04.0;;Sonstige angeborene Fehlbildungen des Gehirns: Angeborene Fehlbildungen des Corpus callosum;ZN/AT/SO1/SO3;EN1;SC/SP1/SP5/SP6;längstens 1 Jahr nach Akutereignis
Q04.1;;Sonstige angeborene Fehlbildungen des Gehirns: Arrhinenzephalie;ZN/AT/SO1/SO3;EN1;SC/SP1/SP5/SP6;längstens 1 Jahr nach Akutereignis
Q04.2;;Sonstige angeborene Fehlbildungen des Gehirns: Holoprosenzephalie-Syndrom;ZN/AT/SO1/SO3;EN1;SC/SP1/SP5/SP6;längstens 1 Jahr nach Akutereignis
Q04.3;;Sonstige angeborene Fehlbildungen des Gehirns: Sonstige Reduktionsdeformitäten des;ZN/AT/SO1/SO3;EN1;SC/SP1/SP5/SP6;längstens 1 Jahr nach Akutereignis
Q04.4;;Gehirns Septooptische Dysplasie;ZN/AT/SO1/SO3;EN1;SC/SP1/SP5/SP6;längstens 1 Jahr nach Akutereignis
Q04.5;;Gehirns Megalenzephalie;ZN/AT/SO1/SO3;EN1;SC/SP1/SP5/SP6;längstens 1 Jahr nach Akutereignis
Q04.6;;Gehirns Angeborene Gehirnzysten;ZN/AT/SO1/SO3;EN1;SC/SP1/SP5/SP6;längstens 1 Jahr nach Akutereignis
Q04.8;;Gehirns Sonstige näher bezeichnete angeborene Fehlbildungen des Gehirns;ZN/AT/SO1/SO3;EN1;SC/SP1/SP5/SP6;längstens 1 Jahr nach Akutereignis
Q04.9;;Gehirns Angeborene Fehlbildung des Gehirns, nicht näher bezeichnet;ZN/AT/SO1/SO3;EN1;SC/SP1/SP5/SP6;längstens 1 Jahr nach Akutereignis
Q05.0;;Gehirns Spina bi?da: Zervikale Spina bi?da mit Hydrozephalus;ZN/AT/SO1/SO3;EN1/EN2;SC/SP1/SP5/SP6;längstens 1 Jahr nach Akutereignis
Q05.1;;Gehirns Thorakale Spina bi?da mit Hydrozephalus;ZN/AT/SO1/SO3;EN1/EN2;SC/SP1/SP5/SP6;längstens 1 Jahr nach Akutereignis
Q05.2;;Gehirns Lumbale Spina bi?da mit Hydrozephalus;ZN/AT/SO1/SO3;EN1/EN2;SC/SP1/SP5/SP6;längstens 1 Jahr nach Akutereignis
Q05.4;;Gehirns Nicht näher bezeichnete Spina bi?da mit Hydrozephalus;ZN/AT/SO1/SO3;EN1/EN2;SC/SP1/SP5/SP6;längstens 1 Jahr nach Akutereignis
Q05.5;;Gehirns Zervikale Spina bi?da ohne Hydrozephalus;ZN/AT/SO1/SO3;EN1/EN2;SC/SP1/SP5/SP6;längstens 1 Jahr nach Akutereignis
Q05.6;;Gehirns Thorakale Spina bi?da ohne Hydrozephalus;ZN/AT/SO1/SO3;EN1/EN2;SC/SP1/SP5/SP6;längstens 1 Jahr nach Akutereignis
Q05.7;;Gehirns Lumbale Spina bi?da ohne Hydrozephalus;ZN/AT/SO1/SO3;EN1/EN2;SC/SP1/SP5/SP6;längstens 1 Jahr nach Akutereignis
Q05.8;;Gehirns Sakrale Spina bi?da ohne Hydrozephalus;ZN/AT/SO1/SO3;EN1/EN2;SC/SP1/SP5/SP6;längstens 1 Jahr nach Akutereignis
Q05.9;;Gehirns Spina bi?da, nicht näher bezeichnet;ZN/AT/SO1/SO3;EN1/EN2;SC/SP1/SP5/SP6;längstens 1 Jahr nach Akutereignis
Q06.0;;Sonstige angeborene Fehlbildungen des Rückenmarkes: Amyelie;SO3;EN2;SC/SP1/SP6;längstens 1 Jahr nach Akutereignis
Q06.1;;Sonstige angeborene Fehlbildungen des Rückenmarkes: Hypoplasie und Dysplasie des Rückenmarkes;SO3;EN2;SC/SP1/SP6;längstens 1 Jahr nach Akutereignis
Q06.2;;Sonstige angeborene Fehlbildungen des Rückenmarkes: Diastematomyelie;SO3;EN2;SC/SP1/SP6;längstens 1 Jahr nach Akutereignis
Q06.3;;Sonstige angeborene Fehlbildungen des Rückenmarkes: Sonstige angeborene Fehlbildungen der Cauda equina;SO3;EN2;SC/SP1/SP6;längstens 1 Jahr nach Akutereignis
